id,b_idx1,b_idx2,b_alpha,b_t,f_idx1,f_idx2,f_alpha,f_t,trans,dir
789,107,0,0.000000,0.000000,107,359,0.342043,0.200000,0.379136,4
790,107,0,0.000000,0.000000,107,794,0.318304,0.200000,0.446225,2
791,107,0,0.000000,0.000000,107,146,0.309150,0.200000,0.201274,2
792,107,0,0.000000,0.000000,107,54,0.307889,0.200000,0.348751,4
793,107,0,0.000000,0.000000,107,613,0.339483,0.200000,0.470560,1
794,107,0,0.000000,0.000000,107,993,0.000981,0.200000,0.418774,2
795,107,0,0.000000,0.000000,107,106,0.014391,0.200000,0.421471,4
796,107,0,0.000000,0.000000,107,933,0.169569,0.200000,0.306964,4
797,107,0,0.000000,0.000000,107,44,0.037836,0.200000,0.250755,4
798,107,0,0.000000,0.000000,107,82,0.063106,0.200000,0.346315,3
799,107,0,0.000000,0.000000,107,763,0.129084,0.200000,0.427828,4
800,107,0,0.000000,0.000000,107,700,0.345168,0.200000,0.335011,4
801,107,0,0.000000,0.000000,107,202,0.305342,0.200000,0.243475,3
802,107,0,0.000000,0.000000,107,919,0.109639,0.200000,0.350831,4
803,107,0,0.000000,0.000000,107,658,0.035467,0.200000,0.397431,1
804,107,0,0.000000,0.000000,107,56,0.184509,0.200000,0.217023,2
805,107,0,0.000000,0.000000,107,591,0.345626,0.200000,0.211587,1
806,107,0,0.000000,0.000000,107,890,0.124184,0.200000,0.384912,1
807,107,0,0.000000,0.000000,107,751,0.228140,0.200000,0.260392,4
808,107,0,0.000000,0.000000,107,468,0.184779,0.200000,0.287561,3
809,107,0,0.000000,0.000000,107,120,0.133940,0.200000,0.272874,1
810,107,0,0.000000,0.000000,107,275,0.174092,0.200000,0.278178,1
811,107,0,0.000000,0.000000,107,432,0.060529,0.200000,0.361031,1
812,107,0,0.000000,0.000000,107,202,0.055491,0.200000,0.474608,3
813,107,0,0.000000,0.000000,107,408,0.053764,0.200000,0.481286,2
814,107,0,0.000000,0.000000,107,648,0.226339,0.200000,0.448634,2
815,107,0,0.000000,0.000000,107,782,0.022032,0.200000,0.426760,2
816,107,0,0.000000,0.000000,107,519,0.191509,0.200000,0.236622,2
817,107,0,0.000000,0.000000,107,287,0.318208,0.200000,0.397895,3
818,107,0,0.000000,0.000000,107,529,0.203152,0.200000,0.480151,4
819,107,0,0.000000,0.000000,107,74,0.325600,0.200000,0.406617,3
820,107,0,0.000000,0.000000,107,873,0.115976,0.200000,0.405431,3
821,107,0,0.000000,0.000000,107,56,0.050824,0.200000,0.358102,2
822,107,0,0.000000,0.000000,107,422,0.141238,0.200000,0.426799,3
823,107,0,0.000000,0.000000,107,398,0.117318,0.200000,0.478158,1
824,107,0,0.000000,0.000000,107,835,0.250457,0.200000,0.421160,1
825,107,0,0.000000,0.000000,107,666,0.248071,0.200000,0.494256,2
826,107,0,0.000000,0.000000,107,67,0.295897,0.200000,0.298876,4
827,107,0,0.000000,0.000000,107,117,0.312598,0.200000,0.216850,1
828,107,0,0.000000,0.000000,107,955,0.329583,0.200000,0.487089,1
829,107,0,0.000000,0.000000,107,844,0.020063,0.200000,0.401462,1
830,107,0,0.000000,0.000000,107,302,0.311640,0.200000,0.387060,2
831,107,0,0.000000,0.000000,107,107,0.348377,0.200000,0.250810,3
832,107,0,0.000000,0.000000,107,11,0.065330,0.200000,0.231581,1
833,107,0,0.000000,0.000000,107,870,0.091290,0.200000,0.217657,2
834,107,0,0.000000,0.000000,107,871,0.278302,0.200000,0.488003,1
835,107,0,0.000000,0.000000,107,972,0.066453,0.200000,0.453784,2
836,107,0,0.000000,0.000000,107,298,0.098630,0.200000,0.210354,1
837,107,0,0.000000,0.000000,107,97,0.126585,0.200000,0.201253,2
838,107,0,0.000000,0.000000,107,796,0.299925,0.200000,0.460134,2
839,107,0,0.000000,0.000000,107,825,0.329004,0.200000,0.339337,1
840,107,0,0.000000,0.000000,107,992,0.261067,0.200000,0.246000,3
841,107,0,0.000000,0.000000,107,337,0.080040,0.200000,0.261201,1
842,107,0,0.000000,0.000000,107,273,0.016140,0.200000,0.429905,1
843,107,0,0.000000,0.000000,107,807,0.245903,0.200000,0.456089,2
844,107,0,0.000000,0.000000,107,740,0.279927,0.200000,0.271716,1
845,107,0,0.000000,0.000000,107,131,0.245029,0.200000,0.209675,2
846,107,0,0.000000,0.000000,107,107,0.110989,0.200000,0.246895,2
847,107,0,0.000000,0.000000,107,967,0.092193,0.200000,0.482386,2
848,107,0,0.000000,0.000000,107,156,0.045774,0.200000,0.307328,3
849,107,0,0.000000,0.000000,107,294,0.058560,0.200000,0.357804,3
850,107,0,0.000000,0.000000,107,816,0.331660,0.200000,0.444185,4
851,107,0,0.000000,0.000000,107,68,0.108283,0.200000,0.333824,4
852,107,0,0.000000,0.000000,107,198,0.051453,0.200000,0.301086,4
853,107,0,0.000000,0.000000,107,396,0.244977,0.200000,0.228870,3
854,107,0,0.000000,0.000000,107,618,0.180538,0.200000,0.412547,3
855,107,0,0.000000,0.000000,107,77,0.336743,0.200000,0.274227,2
856,107,0,0.000000,0.000000,107,302,0.181410,0.200000,0.422131,3
857,107,0,0.000000,0.000000,107,634,0.121335,0.200000,0.400238,1
858,107,0,0.000000,0.000000,107,952,0.016177,0.200000,0.217484,4
859,107,0,0.000000,0.000000,107,311,0.103757,0.200000,0.221454,1
860,107,0,0.000000,0.000000,107,297,0.298598,0.200000,0.390613,4
861,107,0,0.000000,0.000000,107,425,0.269992,0.200000,0.476743,2
862,107,0,0.000000,0.000000,107,70,0.315994,0.200000,0.329070,2
863,107,0,0.000000,0.000000,107,615,0.219754,0.200000,0.475713,2
864,107,0,0.000000,0.000000,107,1,0.109269,0.200000,0.262735,2
865,107,0,0.000000,0.000000,107,673,0.003303,0.200000,0.368909,2
866,107,0,0.000000,0.000000,107,526,0.257889,0.200000,0.254313,2
867,107,0,0.000000,0.000000,107,320,0.100493,0.200000,0.368340,1
868,107,0,0.000000,0.000000,107,637,0.333498,0.200000,0.405726,4
869,107,0,0.000000,0.000000,107,102,0.054035,0.200000,0.346284,1
870,107,0,0.000000,0.000000,107,390,0.016918,0.200000,0.278140,4
871,107,0,0.000000,0.000000,107,206,0.275299,0.200000,0.307292,2
872,107,0,0.000000,0.000000,107,806,0.297882,0.200000,0.318381,4
873,107,0,0.000000,0.000000,107,987,0.089266,0.200000,0.320844,4
874,107,0,0.000000,0.000000,107,61,0.205236,0.200000,0.304220,3
875,107,0,0.000000,0.000000,107,138,0.207764,0.200000,0.218678,4
876,107,0,0.000000,0.000000,107,840,0.296415,0.200000,0.334107,3
877,107,0,0.000000,0.000000,107,790,0.348569,0.200000,0.488797,3
878,107,0,0.000000,0.000000,107,92,0.287019,0.200000,0.204345,2
879,107,0,0.000000,0.000000,107,883,0.098658,0.200000,0.393472,4
880,107,0,0.000000,0.000000,107,329,0.285529,0.200000,0.378812,3
881,107,0,0.000000,0.000000,107,211,0.253412,0.200000,0.406839,1
882,107,0,0.000000,0.000000,107,475,0.087360,0.200000,0.361636,4
883,107,0,0.000000,0.000000,107,153,0.329802,0.200000,0.289523,2
884,107,0,0.000000,0.000000,107,581,0.059678,0.200000,0.325859,3
885,107,0,0.000000,0.000000,107,835,0.100616,0.200000,0.345353,2
886,107,0,0.000000,0.000000,107,787,0.000243,0.200000,0.483017,2
887,107,0,0.000000,0.000000,107,510,0.320719,0.200000,0.296579,4
888,107,0,0.000000,0.000000,107,555,0.339333,0.200000,0.331372,3
889,107,0,0.000000,0.000000,107,304,0.240520,0.200000,0.402035,1
890,107,0,0.000000,0.000000,107,321,0.286655,0.200000,0.262317,4
891,107,0,0.000000,0.000000,107,52,0.024695,0.200000,0.318879,1
892,107,0,0.000000,0.000000,107,824,0.298529,0.200000,0.285965,3
893,107,0,0.000000,0.000000,107,385,0.285883,0.200000,0.442982,4
894,107,0,0.000000,0.000000,107,697,0.017882,0.200000,0.373797,4
895,107,0,0.000000,0.000000,107,36,0.283872,0.200000,0.349588,3
896,107,0,0.000000,0.000000,107,484,0.131324,0.200000,0.484834,3
897,107,0,0.000000,0.000000,107,761,0.324541,0.200000,0.342038,3
898,107,0,0.000000,0.000000,107,355,0.025913,0.200000,0.499287,1
899,107,0,0.000000,0.000000,107,85,0.042250,0.200000,0.459002,3
900,107,0,0.000000,0.000000,107,120,0.066955,0.200000,0.302612,1
901,107,0,0.000000,0.000000,107,59,0.168118,0.200000,0.286837,1
902,107,0,0.000000,0.000000,107,663,0.285268,0.200000,0.312530,3
903,107,0,0.000000,0.000000,107,219,0.082355,0.200000,0.236609,4
904,107,0,0.000000,0.000000,107,541,0.142296,0.200000,0.211872,1
905,107,0,0.000000,0.000000,107,619,0.051153,0.200000,0.200482,3
906,107,0,0.000000,0.000000,107,756,0.191348,0.200000,0.458041,2
907,107,0,0.000000,0.000000,107,306,0.176419,0.200000,0.291457,3
908,107,0,0.000000,0.000000,107,318,0.312858,0.200000,0.203924,3
909,107,0,0.000000,0.000000,107,654,0.130585,0.200000,0.258060,1
910,107,0,0.000000,0.000000,107,351,0.188795,0.200000,0.281759,2
911,107,0,0.000000,0.000000,107,35,0.041888,0.200000,0.420013,2
912,107,0,0.000000,0.000000,107,386,0.321612,0.200000,0.339267,4
913,107,0,0.000000,0.000000,107,582,0.190130,0.200000,0.429188,3
914,107,0,0.000000,0.000000,107,341,0.330755,0.200000,0.235594,1
915,107,0,0.000000,0.000000,107,860,0.118164,0.200000,0.260890,3
916,107,0,0.000000,0.000000,107,368,0.242757,0.200000,0.213640,1
917,107,0,0.000000,0.000000,107,181,0.330635,0.200000,0.262111,4
918,107,0,0.000000,0.000000,107,675,0.308902,0.200000,0.333038,4
919,107,0,0.000000,0.000000,107,98,0.101934,0.200000,0.311335,2
920,107,0,0.000000,0.000000,107,221,0.095465,0.200000,0.257522,2
921,107,0,0.000000,0.000000,107,557,0.329101,0.200000,0.463196,1
922,107,0,0.000000,0.000000,107,781,0.006398,0.200000,0.311897,2
923,107,0,0.000000,0.000000,107,380,0.004715,0.200000,0.272867,1
924,107,0,0.000000,0.000000,107,135,0.202122,0.200000,0.413604,2
925,107,0,0.000000,0.000000,107,38,0.231516,0.200000,0.480347,2
926,107,0,0.000000,0.000000,107,370,0.303379,0.200000,0.201647,3
927,107,0,0.000000,0.000000,107,533,0.130331,0.200000,0.450501,4
928,107,0,0.000000,0.000000,107,185,0.285381,0.200000,0.248942,1
929,107,0,0.000000,0.000000,107,133,0.251162,0.200000,0.483658,3
930,107,0,0.000000,0.000000,107,72,0.118554,0.200000,0.276244,4
931,107,0,0.000000,0.000000,107,877,0.290516,0.200000,0.480508,2
932,107,0,0.000000,0.000000,107,156,0.188388,0.200000,0.441081,3
933,107,0,0.000000,0.000000,107,366,0.063046,0.200000,0.327649,3
934,107,0,0.000000,0.000000,107,222,0.139933,0.200000,0.300889,1
935,107,0,0.000000,0.000000,107,438,0.120682,0.200000,0.384690,1
936,107,0,0.000000,0.000000,107,182,0.101821,0.200000,0.427316,3
937,107,0,0.000000,0.000000,107,865,0.264165,0.200000,0.478092,2
938,107,0,0.000000,0.000000,107,693,0.001745,0.200000,0.260283,3
939,107,0,0.000000,0.000000,107,778,0.067033,0.200000,0.272288,4
940,107,0,0.000000,0.000000,107,600,0.143102,0.200000,0.465077,2
941,107,0,0.000000,0.000000,107,936,0.070365,0.200000,0.228241,3
942,107,0,0.000000,0.000000,107,545,0.300807,0.200000,0.283307,3
943,107,0,0.000000,0.000000,107,417,0.310197,0.200000,0.369736,2
944,107,0,0.000000,0.000000,107,733,0.286373,0.200000,0.258362,3
945,107,0,0.000000,0.000000,107,91,0.343736,0.200000,0.235471,2
946,107,0,0.000000,0.000000,107,960,0.098082,0.200000,0.210620,4
947,107,0,0.000000,0.000000,107,140,0.251699,0.200000,0.266198,4
948,107,0,0.000000,0.000000,107,165,0.036704,0.200000,0.323601,4
949,107,0,0.000000,0.000000,107,997,0.123168,0.200000,0.402008,2
950,107,0,0.000000,0.000000,107,397,0.263634,0.200000,0.420285,3
951,107,0,0.000000,0.000000,107,681,0.195532,0.200000,0.270599,4
952,107,0,0.000000,0.000000,107,460,0.239289,0.200000,0.321756,2
953,107,0,0.000000,0.000000,107,145,0.303380,0.200000,0.335595,2
954,107,0,0.000000,0.000000,107,961,0.101644,0.200000,0.487277,2
955,107,0,0.000000,0.000000,107,990,0.143071,0.200000,0.221821,2
956,107,0,0.000000,0.000000,107,328,0.014284,0.200000,0.415980,2
957,107,0,0.000000,0.000000,107,945,0.120648,0.200000,0.336273,4
958,107,0,0.000000,0.000000,107,928,0.183907,0.200000,0.289301,2
959,107,0,0.000000,0.000000,107,936,0.071696,0.200000,0.410771,3
960,107,0,0.000000,0.000000,107,729,0.293083,0.200000,0.438658,1
961,107,0,0.000000,0.000000,107,457,0.024208,0.200000,0.296086,4
962,107,0,0.000000,0.000000,107,926,0.237192,0.200000,0.287882,2
963,107,0,0.000000,0.000000,107,706,0.287781,0.200000,0.448808,3
964,107,0,0.000000,0.000000,107,49,0.031758,0.200000,0.268085,4
965,107,0,0.000000,0.000000,107,450,0.078306,0.200000,0.480543,1
966,107,0,0.000000,0.000000,107,79,0.056997,0.200000,0.300218,2
967,107,0,0.000000,0.000000,107,191,0.207649,0.200000,0.383110,1
968,107,0,0.000000,0.000000,107,864,0.111566,0.200000,0.247023,3
969,107,0,0.000000,0.000000,107,912,0.321579,0.200000,0.224376,3
970,107,0,0.000000,0.000000,107,222,0.257337,0.200000,0.472935,4
971,107,0,0.000000,0.000000,107,328,0.071061,0.200000,0.420822,1
972,107,0,0.000000,0.000000,107,357,0.082402,0.200000,0.484008,3
973,107,0,0.000000,0.000000,107,676,0.190772,0.200000,0.265222,2
974,107,0,0.000000,0.000000,107,539,0.150320,0.200000,0.327162,4
975,107,0,0.000000,0.000000,107,47,0.333359,0.200000,0.370438,4
976,107,0,0.000000,0.000000,107,748,0.302607,0.200000,0.383141,1
977,107,0,0.000000,0.000000,107,76,0.070952,0.200000,0.393646,1
978,107,0,0.000000,0.000000,107,220,0.094461,0.200000,0.273512,4
979,107,0,0.000000,0.000000,107,115,0.078993,0.200000,0.274356,3
980,107,0,0.000000,0.000000,107,416,0.139297,0.200000,0.444063,3
981,107,0,0.000000,0.000000,107,926,0.243644,0.200000,0.286988,1
982,107,0,0.000000,0.000000,107,268,0.033678,0.200000,0.320856,3
983,107,0,0.000000,0.000000,107,486,0.038721,0.200000,0.247859,3
984,107,0,0.000000,0.000000,107,879,0.079609,0.200000,0.258884,2
985,107,0,0.000000,0.000000,107,444,0.114943,0.200000,0.282921,2
986,107,0,0.000000,0.000000,107,460,0.348489,0.200000,0.406604,1
987,107,0,0.000000,0.000000,107,895,0.257297,0.200000,0.352353,3
988,107,0,0.000000,0.000000,107,743,0.289527,0.200000,0.208911,1
989,107,0,0.000000,0.000000,107,723,0.003344,0.200000,0.365020,3
990,107,0,0.000000,0.000000,107,796,0.287951,0.200000,0.430472,3
991,107,0,0.000000,0.000000,107,72,0.237986,0.200000,0.300908,1
992,107,0,0.000000,0.000000,107,93,0.312121,0.200000,0.376054,4
993,107,0,0.000000,0.000000,107,102,0.125740,0.200000,0.438197,1
994,107,0,0.000000,0.000000,107,36,0.226842,0.200000,0.270116,4
995,107,0,0.000000,0.000000,107,170,0.103523,0.200000,0.312303,4
996,107,0,0.000000,0.000000,107,496,0.117076,0.200000,0.386002,2
997,107,0,0.000000,0.000000,107,269,0.015201,0.200000,0.221475,4
998,107,0,0.000000,0.000000,107,634,0.030599,0.200000,0.339970,3
999,107,0,0.000000,0.000000,107,953,0.224548,0.200000,0.203754,4
1000,107,0,0.000000,0.000000,107,237,0.057153,0.200000,0.266924,1
1001,107,0,0.000000,0.000000,107,284,0.019342,0.200000,0.211955,3
1002,107,0,0.000000,0.000000,107,373,0.241586,0.200000,0.243349,3
1003,107,0,0.000000,0.000000,107,568,0.164155,0.200000,0.331653,2
1004,107,0,0.000000,0.000000,107,959,0.047326,0.200000,0.259200,3
1005,107,0,0.000000,0.000000,107,44,0.078408,0.200000,0.310501,2
1006,107,0,0.000000,0.000000,107,884,0.050491,0.200000,0.349638,2
1007,107,0,0.000000,0.000000,107,122,0.215698,0.200000,0.249923,3
1008,107,0,0.000000,0.000000,107,219,0.098768,0.200000,0.281198,1
1009,107,0,0.000000,0.000000,107,324,0.161261,0.200000,0.271948,3
1010,107,0,0.000000,0.000000,107,326,0.037151,0.200000,0.329992,4
1011,107,0,0.000000,0.000000,107,249,0.184030,0.200000,0.325266,1
1012,107,0,0.000000,0.000000,107,25,0.209692,0.200000,0.285205,1
1013,107,0,0.000000,0.000000,107,142,0.220185,0.200000,0.468621,4
1014,107,0,0.000000,0.000000,107,403,0.251182,0.200000,0.300610,3
1015,107,0,0.000000,0.000000,107,158,0.308178,0.200000,0.446803,1
1016,107,0,0.000000,0.000000,107,484,0.309203,0.200000,0.458457,4
1017,107,0,0.000000,0.000000,107,697,0.018703,0.200000,0.495319,4
1018,107,0,0.000000,0.000000,107,458,0.074123,0.200000,0.393681,4
1019,107,0,0.000000,0.000000,107,766,0.321125,0.200000,0.364088,2
1020,107,0,0.000000,0.000000,107,881,0.297088,0.200000,0.387427,3
1021,107,0,0.000000,0.000000,107,92,0.130744,0.200000,0.443174,3
1022,107,0,0.000000,0.000000,107,100,0.151879,0.200000,0.393601,4
1023,107,0,0.000000,0.000000,107,469,0.318903,0.200000,0.237766,4
1024,107,0,0.000000,0.000000,107,834,0.268071,0.200000,0.401358,4
1025,107,0,0.000000,0.000000,107,606,0.258627,0.200000,0.323508,1
1026,107,0,0.000000,0.000000,107,598,0.227099,0.200000,0.232502,2
1027,107,0,0.000000,0.000000,107,604,0.062541,0.200000,0.252546,4
1028,107,0,0.000000,0.000000,107,356,0.225791,0.200000,0.269630,2
1029,107,0,0.000000,0.000000,107,331,0.238399,0.200000,0.496855,2
1030,107,0,0.000000,0.000000,107,447,0.260829,0.200000,0.397245,3
1031,107,0,0.000000,0.000000,107,419,0.171954,0.200000,0.352953,3
1032,107,0,0.000000,0.000000,107,572,0.349266,0.200000,0.459640,2
1033,107,0,0.000000,0.000000,107,526,0.015213,0.200000,0.495372,1
1034,107,0,0.000000,0.000000,107,554,0.081700,0.200000,0.402620,1
1035,107,0,0.000000,0.000000,107,811,0.186791,0.200000,0.488881,1
1036,107,0,0.000000,0.000000,107,212,0.199133,0.200000,0.368955,2
1037,107,0,0.000000,0.000000,107,653,0.315510,0.200000,0.211696,2
1038,107,0,0.000000,0.000000,107,722,0.218778,0.200000,0.402860,4
1039,107,0,0.000000,0.000000,107,833,0.250281,0.200000,0.260876,3
1040,107,0,0.000000,0.000000,107,174,0.255900,0.200000,0.279349,2
1041,107,0,0.000000,0.000000,107,523,0.340172,0.200000,0.243170,3
1042,107,0,0.000000,0.000000,107,627,0.193374,0.200000,0.467982,1
1043,107,0,0.000000,0.000000,107,546,0.160205,0.200000,0.456393,2
1044,107,0,0.000000,0.000000,107,413,0.157950,0.200000,0.389910,4
1045,107,0,0.000000,0.000000,107,799,0.225585,0.200000,0.423217,2
1046,107,0,0.000000,0.000000,107,16,0.227962,0.200000,0.377937,4
1047,107,0,0.000000,0.000000,107,340,0.301969,0.200000,0.299643,1
1048,107,0,0.000000,0.000000,107,14,0.046625,0.200000,0.384467,4
1049,107,0,0.000000,0.000000,107,312,0.260346,0.200000,0.224093,1
1050,107,0,0.000000,0.000000,107,465,0.027922,0.200000,0.272136,1
1051,107,0,0.000000,0.000000,107,175,0.151366,0.200000,0.285841,1
1052,107,0,0.000000,0.000000,107,324,0.346980,0.200000,0.487064,1
1053,107,0,0.000000,0.000000,107,352,0.337902,0.200000,0.209113,3
1054,107,0,0.000000,0.000000,107,859,0.075987,0.200000,0.320953,4
1055,107,0,0.000000,0.000000,107,159,0.107696,0.200000,0.467088,1
1056,107,0,0.000000,0.000000,107,32,0.138257,0.200000,0.405923,3
1057,107,0,0.000000,0.000000,107,853,0.132723,0.200000,0.363429,4
1058,107,0,0.000000,0.000000,107,112,0.204270,0.200000,0.213898,4
1059,107,0,0.000000,0.000000,107,145,0.013136,0.200000,0.332519,3
1060,107,0,0.000000,0.000000,107,414,0.124351,0.200000,0.236586,3
1061,107,0,0.000000,0.000000,107,324,0.029838,0.200000,0.211067,4
1062,107,0,0.000000,0.000000,107,143,0.199767,0.200000,0.404678,3
1063,107,0,0.000000,0.000000,107,318,0.293040,0.200000,0.205737,1
1064,107,0,0.000000,0.000000,107,732,0.010185,0.200000,0.453346,4
1065,107,0,0.000000,0.000000,107,5,0.291067,0.200000,0.318505,2
1066,107,0,0.000000,0.000000,107,530,0.161174,0.200000,0.291947,1
1067,107,0,0.000000,0.000000,107,234,0.338287,0.200000,0.244401,3
1068,107,0,0.000000,0.000000,107,881,0.077558,0.200000,0.372281,4
1069,107,0,0.000000,0.000000,107,236,0.190320,0.200000,0.205182,3
1070,107,0,0.000000,0.000000,107,756,0.304064,0.200000,0.363245,4
1071,107,0,0.000000,0.000000,107,958,0.022214,0.200000,0.474687,3
1072,107,0,0.000000,0.000000,107,671,0.342708,0.200000,0.415659,2
1073,107,0,0.000000,0.000000,107,459,0.152131,0.200000,0.298165,3
1074,107,0,0.000000,0.000000,107,142,0.293055,0.200000,0.422354,2
1075,107,0,0.000000,0.000000,107,212,0.152568,0.200000,0.399162,2
1076,107,0,0.000000,0.000000,107,112,0.240955,0.200000,0.437946,4
1077,107,0,0.000000,0.000000,107,183,0.285140,0.200000,0.393061,3
1078,107,0,0.000000,0.000000,107,978,0.310637,0.200000,0.429001,2
1079,107,0,0.000000,0.000000,107,799,0.337105,0.200000,0.374883,4
1080,107,0,0.000000,0.000000,107,959,0.028737,0.200000,0.219108,4
1081,107,0,0.000000,0.000000,107,465,0.099361,0.200000,0.418630,4
1082,107,0,0.000000,0.000000,107,970,0.283934,0.200000,0.431343,3
1083,107,0,0.000000,0.000000,107,636,0.345850,0.200000,0.311019,4
1084,107,0,0.000000,0.000000,107,325,0.101945,0.200000,0.300945,3
1085,107,0,0.000000,0.000000,107,515,0.020500,0.200000,0.275269,4
1086,107,0,0.000000,0.000000,107,898,0.235930,0.200000,0.278031,2
1087,107,0,0.000000,0.000000,107,707,0.225038,0.200000,0.485215,2
1088,107,0,0.000000,0.000000,107,504,0.221888,0.200000,0.448143,4
1089,107,0,0.000000,0.000000,107,273,0.209048,0.200000,0.405955,1
1090,107,0,0.000000,0.000000,107,534,0.268655,0.200000,0.256888,4
1091,107,0,0.000000,0.000000,107,10,0.046854,0.200000,0.414204,2
1092,107,0,0.000000,0.000000,107,475,0.297589,0.200000,0.210099,2
1093,107,0,0.000000,0.000000,107,819,0.196107,0.200000,0.301647,4
1094,107,0,0.000000,0.000000,107,300,0.253117,0.200000,0.400102,2
1095,107,0,0.000000,0.000000,107,640,0.086384,0.200000,0.495259,3
1096,107,0,0.000000,0.000000,107,729,0.235232,0.200000,0.309542,2
1097,107,0,0.000000,0.000000,107,173,0.064490,0.200000,0.448088,4
1098,107,0,0.000000,0.000000,107,951,0.297204,0.200000,0.244578,2
1099,107,0,0.000000,0.000000,107,417,0.161031,0.200000,0.495557,1
1100,107,0,0.000000,0.000000,107,770,0.099060,0.200000,0.422280,2
1101,107,0,0.000000,0.000000,107,284,0.114213,0.200000,0.474128,2
1102,107,0,0.000000,0.000000,107,994,0.152185,0.200000,0.272382,4
1103,107,0,0.000000,0.000000,107,156,0.165506,0.200000,0.304030,1
1104,107,0,0.000000,0.000000,107,141,0.279376,0.200000,0.215225,1
1105,107,0,0.000000,0.000000,107,375,0.172387,0.200000,0.476710,4
1106,107,0,0.000000,0.000000,107,305,0.002561,0.200000,0.256966,2
1107,107,0,0.000000,0.000000,107,859,0.096316,0.200000,0.274209,1
1108,107,0,0.000000,0.000000,107,839,0.031717,0.200000,0.459606,4
1109,107,0,0.000000,0.000000,107,443,0.041198,0.200000,0.231632,4
1110,107,0,0.000000,0.000000,107,236,0.314933,0.200000,0.307021,4
1111,107,0,0.000000,0.000000,107,335,0.027899,0.200000,0.217647,4
1112,107,0,0.000000,0.000000,107,925,0.004473,0.200000,0.410810,1
1113,107,0,0.000000,0.000000,107,249,0.065030,0.200000,0.449463,1
1114,107,0,0.000000,0.000000,107,965,0.128388,0.200000,0.382937,4
1115,107,0,0.000000,0.000000,107,803,0.129211,0.200000,0.345428,4
1116,107,0,0.000000,0.000000,107,642,0.246019,0.200000,0.466462,4
1117,107,0,0.000000,0.000000,107,980,0.320306,0.200000,0.234402,3
1118,107,0,0.000000,0.000000,107,287,0.038790,0.200000,0.481301,1
1119,107,0,0.000000,0.000000,107,803,0.259876,0.200000,0.205895,4
1120,107,0,0.000000,0.000000,107,764,0.072461,0.200000,0.427202,2
1121,107,0,0.000000,0.000000,107,544,0.126342,0.200000,0.223796,1
1122,107,0,0.000000,0.000000,107,109,0.244750,0.200000,0.386909,2
1123,107,0,0.000000,0.000000,107,109,0.251918,0.200000,0.387093,2
1124,107,0,0.000000,0.000000,107,432,0.304552,0.200000,0.255611,2
1125,107,0,0.000000,0.000000,107,703,0.133304,0.200000,0.284561,4
1126,107,0,0.000000,0.000000,107,187,0.019232,0.200000,0.278708,4
1127,107,0,0.000000,0.000000,107,266,0.114436,0.200000,0.486339,4
1128,107,0,0.000000,0.000000,107,25,0.336187,0.200000,0.453642,4
1129,107,0,0.000000,0.000000,107,554,0.244506,0.200000,0.313645,3
1130,107,0,0.000000,0.000000,107,185,0.141220,0.200000,0.371035,1
1131,107,0,0.000000,0.000000,107,562,0.311580,0.200000,0.274084,2
1132,107,0,0.000000,0.000000,107,550,0.132911,0.200000,0.257057,2
1133,107,0,0.000000,0.000000,107,889,0.164287,0.200000,0.401424,2
1134,107,0,0.000000,0.000000,107,750,0.016566,0.200000,0.208823,2
1135,107,0,0.000000,0.000000,107,616,0.282608,0.200000,0.398895,2
1136,107,0,0.000000,0.000000,107,147,0.199636,0.200000,0.362548,1
1137,107,0,0.000000,0.000000,107,463,0.277336,0.200000,0.392041,4
1138,107,0,0.000000,0.000000,107,753,0.143066,0.200000,0.375320,1
1139,107,0,0.000000,0.000000,107,808,0.187329,0.200000,0.455919,4
1140,107,0,0.000000,0.000000,107,46,0.056531,0.200000,0.235325,1
1141,107,0,0.000000,0.000000,107,676,0.261638,0.200000,0.378337,3
1142,107,0,0.000000,0.000000,107,409,0.107273,0.200000,0.376174,3
1143,107,0,0.000000,0.000000,107,863,0.066077,0.200000,0.294731,2
1144,107,0,0.000000,0.000000,107,230,0.238726,0.200000,0.463887,1
1145,107,0,0.000000,0.000000,107,57,0.051942,0.200000,0.318947,3
1146,107,0,0.000000,0.000000,107,413,0.186481,0.200000,0.406512,3
1147,107,0,0.000000,0.000000,107,517,0.069228,0.200000,0.350528,3
1148,107,0,0.000000,0.000000,107,214,0.222699,0.200000,0.396205,1
1149,107,0,0.000000,0.000000,107,839,0.165249,0.200000,0.254263,4
1150,107,0,0.000000,0.000000,107,433,0.342452,0.200000,0.291431,2
1151,107,0,0.000000,0.000000,107,872,0.075523,0.200000,0.220085,3
1152,107,0,0.000000,0.000000,107,218,0.085178,0.200000,0.289095,3
1153,107,0,0.000000,0.000000,107,911,0.159757,0.200000,0.367982,3
1154,107,0,0.000000,0.000000,107,837,0.332354,0.200000,0.216302,1
1155,107,0,0.000000,0.000000,107,224,0.223112,0.200000,0.401820,1
1156,107,0,0.000000,0.000000,107,774,0.265792,0.200000,0.336458,1
1157,107,0,0.000000,0.000000,107,346,0.347781,0.200000,0.436376,3
1158,107,0,0.000000,0.000000,107,258,0.275899,0.200000,0.252474,2
1159,107,0,0.000000,0.000000,107,449,0.075288,0.200000,0.482172,3
1160,107,0,0.000000,0.000000,107,421,0.235426,0.200000,0.311387,2
